step	dice_multi
0	0.4956274827265661
1	0.49560624173402723
2	0.4954890964900711
3	0.4954890964900711
4	0.4954890964900711
5	0.4954890964900711
6	0.4954890964900711
7	0.4954890964900711
8	0.4954890964900711
