step	loss
0	0.7753862738609314
1	0.41047176718711853
2	0.32234224677085876
3	0.2469996213912964
4	0.2060966044664383
5	0.1778816133737564
6	0.15756547451019287
7	0.14262253046035767
8	0.13151538372039795
